,words,tags,cased
3373,if this is the case i would like someone to walk me through june to see if the numbers did really work themselves out as there was a large swing in second order on june 29 that was not adjusted for .,SCONJ PRON AUX DET NOUN PRON AUX VERB PRON PART VERB PRON ADP PROPN PART VERB SCONJ DET NOUN AUX ADV VERB PRON ADP SCONJ PRON VERB DET ADJ NOUN ADP ADJ NOUN ADP PROPN NUM PRON AUX PART VERB ADP PUNCT,If this is the case I would like someone to walk me through June to see if the numbers did really work themselves out as there was a large swing in second order on June 29 that was not adjusted for .
3374,let me know if one of you could help me do this .,VERB PRON VERB SCONJ NUM ADP PRON AUX VERB PRON VERB PRON PUNCT,Let me know if one of you could help me do this .
3375,karim .,PROPN PUNCT,Karim .
3376,"evidently , this a problem that stacey white has been aware of for a couple of months now .",ADV PUNCT PRON DET NOUN PRON PROPN PROPN AUX AUX ADJ ADP ADP DET NOUN ADP NOUN ADV PUNCT,"Evidently , this a problem that Stacey White has been aware of for a couple of months now ."
3377,there was a change made in the coding for the delta position and this has somehow messed up the liq value .,PRON VERB DET NOUN VERB ADP DET NOUN ADP DET NOUN NOUN CCONJ PRON AUX ADV VERB ADP DET NOUN NOUN PUNCT,There was a change made in the coding for the delta position and this has somehow messed up the liq value .
3378,john,PROPN,John
3379,"john , karim ,",PROPN PUNCT PROPN PUNCT,"John , Karim ,"
3380,i 'm now looking closely at the option liquidation problems .,PRON AUX ADV VERB ADV ADP DET NOUN NOUN NOUN PUNCT,I 'm now looking closely at the option liquidation problems .
3381,i believe that there might be a sign - flipping problem for puts that 's causing this whole issue .,PRON VERB SCONJ PRON AUX VERB DET NOUN PUNCT NOUN NOUN ADP NOUN PRON AUX VERB DET ADJ NOUN PUNCT,I believe that there might be a sign - flipping problem for PUTS that 's causing this whole issue .
3382,i 'll keep you posted .,PRON AUX VERB PRON ADJ PUNCT,I 'll keep you posted .
3383,karim - this 's likely the explanation to your other question ...,PROPN PUNCT PRON AUX ADV DET NOUN ADP PRON ADJ NOUN PUNCT,Karim - this 's likely the explanation to your other question ...
3384,i 'll get back to you as soon as i have more info ( hopefully later today ),PRON AUX VERB ADV ADP PRON ADV ADV SCONJ PRON VERB ADJ NOUN PUNCT ADV ADV NOUN PUNCT,I 'll get back to you as soon as I have more info ( hopefully later today )
3385,"marcelo l. meira sr it developer enron networks - houston , tx ( 713 ) 345-3436",PROPN PROPN PROPN ADJ NOUN NOUN PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM PUNCT NUM,"Marcelo L. Meira Sr IT Developer Enron Networks - Houston , TX ( 713 ) 345-3436"
3386,the post id i am looking at for calgary is 11608 .,DET NOUN NOUN PRON AUX VERB ADP ADP PROPN AUX NUM PUNCT,The post id I am looking at for Calgary is 11608 .
3387,i am looking at the option liquidation report and all of the $ 65 puts are in the money and the $ 75 call is also in the money .,PRON AUX VERB ADP DET NOUN NOUN NOUN CCONJ DET ADP DET SYM NUM NOUN AUX ADP DET NOUN CCONJ DET SYM NUM NOUN AUX ADV ADP DET NOUN PUNCT,I am looking at the option liquidation report and all of the $ 65 puts are in the money and the $ 75 call is also in the money .
3388,should n't all the liquidation values from the beginning of the month be a negative ( representing positive liquidation ) for the puts ?,AUX PART DET DET NOUN NOUN ADP DET NOUN ADP DET NOUN AUX DET NOUN PUNCT VERB ADJ NOUN PUNCT ADP DET NOUN PUNCT,Should n't all the liquidation values from the beginning of the month be a negative ( representing positive liquidation ) for the puts ?
3389,the liq value for the call is correct .,DET NOUN NOUN ADP DET NOUN AUX ADJ PUNCT,The liq value for the call is CORRECT .
3390,john,PROPN,John
3391,"karim ,",PROPN PUNCT,"Karim ,"
3392,"i do n't want to wait till month end , let 's adjust the numbers now and for the june 29 2nd order , let s take that value into june since it relates to july puts .",PRON AUX PART VERB PART VERB ADP NOUN NOUN PUNCT VERB PRON VERB DET NOUN ADV CCONJ ADP DET PROPN NUM ADJ NOUN PUNCT VERB PRON VERB DET NOUN ADP PROPN SCONJ PRON VERB ADP PROPN NOUN PUNCT,"I do n't want to wait till month end , let 's adjust the numbers now and for the June 29 2nd order , let s take that value into June since it relates to July puts ."
3393,"hi everyone ,",INTJ PRON PUNCT,"Hi everyone ,"
3394,"i just got of the phone with hai and he told me how to make an adjustment on a day to day basis in regards to incorrect liquidations but he also explained this is just to make the daily p&l #'s right , if nothing were done the month end p&l would still somehow work out because adjustments would be made .",PRON ADV VERB ADP DET NOUN ADP PROPN CCONJ PRON VERB PRON ADV PART VERB DET NOUN ADP DET NOUN ADP NOUN NOUN ADP NOUN ADP ADJ NOUN CCONJ PRON ADV VERB PRON VERB ADV PART VERB DET ADJ NOUN NOUN ADJ PUNCT SCONJ PRON AUX VERB DET NOUN NOUN NOUN AUX ADV ADV VERB ADP SCONJ NOUN AUX AUX VERB PUNCT,"I just got of the phone with Hai and he told me how to make an adjustment on a day to day basis in regards to incorrect liquidations but he also explained this is just to make the daily P&L #'s right , if nothing were done the month end P&L would still somehow work out because adjustments would be made ."
3395,does this mean that for june and for a certain portion of july we should not do anything and just make adjustments on a going forward basis ( and assume everything will work out at month end ) ?,AUX PRON VERB SCONJ ADP PROPN CCONJ ADP DET ADJ NOUN ADP PROPN PRON AUX PART VERB PRON CCONJ ADV VERB NOUN ADP DET VERB ADV NOUN PUNCT CCONJ VERB PRON AUX VERB ADP ADP NOUN NOUN PUNCT PUNCT,Does this mean that for June and for a certain portion of July we should not do anything and just make adjustments on a going forward basis ( and assume everything will work out at month end ) ?
3396,if this is the case i would like someone to walk me through june to see if the numbers did really work themselves out as there was a large swing in second order on june 29 that was not adjusted for .,SCONJ PRON AUX DET NOUN PRON AUX VERB PRON PART VERB PRON ADP PROPN PART VERB SCONJ DET NOUN AUX ADV VERB PRON ADP SCONJ PRON VERB DET ADJ NOUN ADP ADJ NOUN ADP PROPN NUM PRON AUX PART VERB ADP PUNCT,If this is the case I would like someone to walk me through June to see if the numbers did really work themselves out as there was a large swing in second order on June 29 that was not adjusted for .
3397,let me know if one of you could help me do this .,VERB PRON VERB SCONJ NUM ADP PRON AUX VERB PRON VERB PRON PUNCT,Let me know if one of you could help me do this .
3398,karim .,PROPN PUNCT,Karim .
3399,"evidently , this a problem that stacey white has been aware of for a couple of months now .",ADV PUNCT PRON DET NOUN PRON PROPN PROPN AUX AUX ADJ ADP ADP DET NOUN ADP NOUN ADV PUNCT,"Evidently , this a problem that Stacey White has been aware of for a couple of months now ."
3400,there was a change made in the coding for the delta position and this has somehow messed up the liq value .,PRON VERB DET NOUN VERB ADP DET NOUN ADP DET NOUN NOUN CCONJ PRON AUX ADV VERB ADP DET NOUN NOUN PUNCT,There was a change made in the coding for the delta position and this has somehow messed up the liq value .
3401,john,PROPN,John
3402,"john , karim ,",PROPN PUNCT PROPN PUNCT,"John , Karim ,"
3403,i 'm now looking closely at the option liquidation problems .,PRON AUX ADV VERB ADV ADP DET NOUN NOUN NOUN PUNCT,I 'm now looking closely at the option liquidation problems .
3404,i believe that there might be a sign - flipping problem for puts that 's causing this whole issue .,PRON VERB SCONJ PRON AUX VERB DET NOUN PUNCT NOUN NOUN ADP NOUN PRON AUX VERB DET ADJ NOUN PUNCT,I believe that there might be a sign - flipping problem for PUTS that 's causing this whole issue .
3405,i 'll keep you posted .,PRON AUX VERB PRON ADJ PUNCT,I 'll keep you posted .
3406,karim - this 's likely the explanation to your other question ...,PROPN PUNCT PRON AUX ADV DET NOUN ADP PRON ADJ NOUN PUNCT,Karim - this 's likely the explanation to your other question ...
3407,i 'll get back to you as soon as i have more info ( hopefully later today ),PRON AUX VERB ADV ADP PRON ADV ADV SCONJ PRON VERB ADJ NOUN PUNCT ADV ADV NOUN PUNCT,I 'll get back to you as soon as I have more info ( hopefully later today )
3408,"marcelo l. meira sr it developer enron networks - houston , tx ( 713 ) 345-3436",PROPN PROPN PROPN ADJ NOUN NOUN PROPN PROPN PUNCT PROPN PUNCT PROPN PUNCT NUM PUNCT NUM,"Marcelo L. Meira Sr IT Developer Enron Networks - Houston , TX ( 713 ) 345-3436"
3409,the post id i am looking at for calgary is 11608 .,DET NOUN NOUN PRON AUX VERB ADP ADP PROPN AUX NUM PUNCT,The post id I am looking at for Calgary is 11608 .
3410,i am looking at the option liquidation report and all of the $ 65 puts are in the money and the $ 75 call is also in the money .,PRON AUX VERB ADP DET NOUN NOUN NOUN CCONJ DET ADP DET SYM NUM NOUN AUX ADP DET NOUN CCONJ DET SYM NUM NOUN AUX ADV ADP DET NOUN PUNCT,I am looking at the option liquidation report and all of the $ 65 puts are in the money and the $ 75 call is also in the money .
3411,should n't all the liquidation values from the beginning of the month be a negative ( representing positive liquidation ) for the puts ?,AUX PART DET DET NOUN NOUN ADP DET NOUN ADP DET NOUN AUX DET NOUN PUNCT VERB ADJ NOUN PUNCT ADP DET NOUN PUNCT,Should n't all the liquidation values from the beginning of the month be a negative ( representing positive liquidation ) for the puts ?
3412,the liq value for the call is correct .,DET NOUN NOUN ADP DET NOUN AUX ADJ PUNCT,The liq value for the call is CORRECT .
3413,john,PROPN,John
3414,"unable to attend at that time due to a prior appointment , i can meet with you individually later some time",ADJ PART VERB ADP DET NOUN ADP ADP DET ADJ NOUN PUNCT PRON AUX VERB ADP PRON ADV ADV DET NOUN,"unable to attend at that time due to a prior appointment , I can meet with you individually later some time"
3415,"ok , now that i 've got your attention - i really am offering free lunch !",INTJ PUNCT ADV SCONJ PRON AUX VERB PRON NOUN PUNCT PRON ADV AUX VERB ADJ NOUN PUNCT,"OK , now that I 've got your attention - I really am offering free lunch !"
3416,"i would like to informally get together with you on wednesday , july 18 at 11:45 am - 1:00 pm ( max ) to talk about your recruiting experience with enron canada .",PRON AUX VERB PART ADV VERB ADV ADP PRON ADP PROPN PUNCT PROPN NUM ADP NUM NOUN SYM NUM NOUN PUNCT NOUN PUNCT PART VERB ADP PRON NOUN NOUN ADP PROPN PROPN PUNCT,"I would like to informally get together with you on Wednesday , July 18 at 11:45 am - 1:00 pm ( max ) to talk about your recruiting experience with Enron Canada ."
3417,we 're gearing up for our 2001 / 02 recruiting campaign and we think your experience will help us define what works best and what can be improved in our process .,PRON AUX VERB ADP ADP PRON NUM PUNCT NUM NOUN NOUN CCONJ PRON VERB PRON NOUN AUX VERB PRON VERB PRON VERB ADV CCONJ PRON AUX AUX VERB ADP PRON NOUN PUNCT,We 're gearing up for our 2001 / 02 recruiting campaign and we think your experience will help us define what works best and what can be improved in our process .
3418,"for those of you in toronto , i apologize for not being able to schedule this over your lunch time !",ADP PRON ADP PRON ADP PROPN PUNCT PRON VERB SCONJ ADV AUX ADJ PART VERB PRON ADP PRON NOUN NOUN PUNCT,"For those of you in Toronto , I apologize for not being able to schedule this over your lunch time !"
3419,"however , if you can wait til 2:00 pm to eat , go ahead and grab something and expense it !",ADV PUNCT SCONJ PRON AUX VERB ADP NUM NOUN PART VERB PUNCT VERB ADV CCONJ VERB PRON CCONJ VERB PRON PUNCT,"However , if you can wait til 2:00 pm to eat , go ahead and grab something and expense it !"
3420,we 'll hook you guys in by videoconference .,PRON AUX VERB PRON NOUN ADP ADP NOUN PUNCT,We 'll hook you guys in by videoconference .
3421,i 've booked videoconference room # 1 .,PRON AUX VERB NOUN NOUN NOUN NUM PUNCT,I 've booked Videoconference Room # 1 .
3422,please let me know whether or not you can attend so i can order enough food .,INTJ VERB PRON VERB SCONJ CCONJ ADV PRON AUX VERB SCONJ PRON AUX VERB ADJ NOUN PUNCT,Please let me know whether or not you can attend so I can order enough food .
3423,thanks !!,NOUN PUNCT,Thanks !!
3424,should be ok,AUX AUX ADJ,should be ok
3425,"kindly confirm your availability to attend an analyst and associate recruiting meeting scheduled for thursday , july 26th at 2:00 p.m. ( 4:00 p.m. toronto time ) .",ADV VERB PRON NOUN PART VERB DET NOUN CCONJ NOUN NOUN NOUN VERB ADP PROPN PUNCT PROPN NOUN ADP NUM NOUN PUNCT NUM NOUN PROPN NOUN PUNCT PUNCT,"Kindly confirm your availability to attend an Analyst and Associate Recruiting Meeting scheduled for Thursday , July 26th at 2:00 p.m. ( 4:00 p.m. Toronto time ) ."
3426,this meeting should not take more than one hour .,DET NOUN AUX PART VERB ADJ ADP NUM NOUN PUNCT,This meeting should not take more than one hour .
3427,the toronto office will be video conferenced in .,DET PROPN NOUN AUX AUX NOUN VERB ADV PUNCT,The Toronto office will be video conferenced in .
3428,"regards ,",NOUN PUNCT,"Regards ,"
3429,nella,PROPN,Nella
3430,"let s try before fri , as i am planning to take that day off",VERB PRON VERB ADP PROPN PUNCT SCONJ PRON AUX VERB PART VERB DET NOUN ADV,"Let s try before Fri , as I am planning to take that day off"
3431,attached is the revised draft paper that reflects our conference call with bob fagan earlier this week .,VERB AUX DET VERB NOUN NOUN PRON VERB PRON NOUN NOUN ADP PROPN PROPN ADV DET NOUN PUNCT,Attached is the revised draft paper that reflects our conference call with Bob Fagan earlier this week .
3432,i propose we have a conference call with bob fagan on fri july 20 at 1:00 pm calgary time to discuss any areas of concern / confusion you may have .,PRON VERB PRON VERB DET NOUN NOUN ADP PROPN PROPN ADP PROPN PROPN NUM ADP NUM NOUN PROPN NOUN PART VERB DET NOUN ADP NOUN PUNCT NOUN PRON AUX VERB PUNCT,I propose we have a conference call with Bob Fagan on Fri July 20 at 1:00 pm Calgary time to discuss any areas of concern / confusion you may have .
3433,"also , would those of you who have not responded to me via email confirming your acceptance of the terms upon which our four companies have agreed to assume cost responsibility for the tca work on this .",ADV PUNCT AUX PRON ADP PRON PRON AUX PART VERB ADP PRON ADP NOUN VERB PRON NOUN ADP DET NOUN ADP PRON PRON NUM NOUN AUX VERB PART VERB NOUN NOUN ADP DET NOUN VERB ADP PRON PUNCT,"Also , would those of you who have not responded to me via email confirming your acceptance of the terms upon which our four companies have agreed to assume cost responsibility for the TCA work on this ."
3434,attached is the letter i originally sent to you on may 10 in this regard .,VERB AUX DET NOUN PRON ADV VERB ADP PRON ADP PROPN NUM ADP DET NOUN PUNCT,Attached is the letter I originally sent to you on May 10 in this regard .
3435,<< file : tabors conflict letter alberta export 050901.doc >>,PUNCT NOUN PUNCT X X X X X NOUN PUNCT,<< File : Tabors Conflict Letter Alberta Export 050901.doc >>
3436,"regards ,",NOUN PUNCT,"Regards ,"
3437,rob,PROPN,Rob
3438,"rob ,",PROPN PUNCT,"Rob ,"
3439,this draft reflects the changes we discussed during our call the other day .,DET NOUN VERB DET NOUN PRON VERB ADP PRON NOUN DET ADJ NOUN PUNCT,This draft reflects the changes we discussed during our call the other day .
3440,i 've also included a redlined draft showing changes .,PRON AUX ADV VERB DET VERB NOUN VERB NOUN PUNCT,I 've also included a redlined draft showing changes .
3441,"regards ,",NOUN PUNCT,"Regards ,"
3442,bob,PROPN,Bob
3443,<< alberta transmission access and pricing analysis_0712 .doc >>,PUNCT X X X X X X NOUN PUNCT,<< Alberta Transmission Access and Pricing Analysis_0712 .doc >>
3444,<< alberta transmission access and pricing analysis_0712 redlined .doc >>,PUNCT X X X X X X X NOUN PUNCT,<< Alberta Transmission Access and Pricing Analysis_0712 redlined .doc >>
3445,- alberta transmission access and pricing analysis_0712 .doc << file : alberta transmission access and pricing analysis_0712 .doc >>,PUNCT X X X X X X NOUN PUNCT NOUN PUNCT X X X X X X NOUN PUNCT,- Alberta Transmission Access and Pricing Analysis_0712 .doc << File : Alberta Transmission Access and Pricing Analysis_0712 .doc >>
3446,- alberta transmission access and pricing analysis_0712 redlined .doc << file : alberta transmission access and pricing analysis_0712 redlined .doc >>,PUNCT X X X X X X X NOUN PUNCT NOUN PUNCT X X X X X X X NOUN PUNCT,- Alberta Transmission Access and Pricing Analysis_0712 redlined .doc << File : Alberta Transmission Access and Pricing Analysis_0712 redlined .doc >>
3447,no,INTJ,NO
3448,"hi john ,",INTJ PROPN PUNCT,"Hi John ,"
3449,"with reference to article 5 , section 5.1 ( b ) , are we going to propose an alternative planned outage to tau for next year ?",ADP NOUN ADP NOUN NUM PUNCT NOUN NUM PUNCT NOUN PUNCT PUNCT AUX PRON VERB PART VERB DET ADJ VERB NOUN ADP NOUN ADP ADJ NOUN PUNCT,"With reference to Article 5 , section 5.1 ( b ) , are we going to propose an alternative planned outage to TAU for next year ?"
3450,"thanks ,",NOUN PUNCT,"Thanks ,"
3451,mike,PROPN,Mike
3452,""" katie kaplan "" < kaplan@iepa.com >",PUNCT PROPN PROPN PUNCT PUNCT X PUNCT,""" Katie Kaplan "" < kaplan@iepa.com >"
3453,10/27/2000 06:20 pm,NUM NUM NOUN,10/27/2000 06:20 PM
3454,please respond to kaplan,INTJ VERB ADP PROPN,Please respond to kaplan
3455,greetings :,NOUN PUNCT,Greetings :
3456,"iep will be hosting a dinner for california governor gray davis on thursday , december 7 , 2000 at the historic julia morgan house in sacramento .",PROPN AUX AUX VERB DET NOUN ADP PROPN PROPN PROPN PROPN ADP PROPN PUNCT PROPN NUM PUNCT NUM ADP DET ADJ PROPN PROPN PROPN ADP PROPN PUNCT,"IEP will be hosting a dinner for California Governor Gray Davis on Thursday , December 7 , 2000 at the historic Julia Morgan House in Sacramento ."
3457,"we will be targeting to raise at least $ 100,000 so company contributions will range from $ 10,000 - $ 20,000 per person ( $ 10 k minimum per person ) depending on the number of respondents .",PRON AUX AUX VERB PART VERB ADV ADV SYM NUM ADV NOUN NOUN AUX VERB ADP SYM NUM SYM SYM NUM ADP NOUN PUNCT SYM NUM NUM NOUN ADP NOUN PUNCT VERB ADP DET NOUN ADP NOUN PUNCT,"We will be targeting to raise at least $ 100,000 so company contributions will range from $ 10,000 - $ 20,000 per person ( $ 10 k minimum per person ) depending on the number of respondents ."
3458,we have already received firm commitments from 3 companies .,PRON AUX ADV VERB ADJ NOUN ADP NUM NOUN PUNCT,We have already received firm commitments from 3 companies .
3459,if you are interested in attending please e-mail me as soon as possible .,SCONJ PRON AUX ADJ SCONJ VERB INTJ VERB PRON ADV ADV SCONJ ADJ PUNCT,If you are interested in attending please e-mail me as soon as possible .
3460,a formal invitation will follow to those who respond .,DET ADJ NOUN AUX VERB ADP PRON PRON VERB PUNCT,A formal invitation will follow to those who respond .
3461,"we need responses or direction by no later than cob on monday , october 30 , 2000 .",PRON VERB NOUN CCONJ NOUN ADP ADV ADV ADP NOUN ADP PROPN PUNCT PROPN NUM PUNCT NUM PUNCT,"We need responses or direction by no later than COB on Monday , October 30 , 2000 ."
3462,please contact me with any questions .,INTJ VERB PRON ADP DET NOUN PUNCT,Please contact me with any questions .
3463,"thank you ,",VERB PRON PUNCT,"Thank you ,"
3464,katie kaplan manager of policy iep ( 916 ) 448-9499,PROPN PROPN NOUN ADP NOUN PROPN PUNCT NUM PUNCT NUM,Katie Kaplan Manager of Policy IEP ( 916 ) 448-9499
3465,congratulations .,NOUN PUNCT,Congratulations .
3466,everyone is extremely pleased that you 're joining .,PRON AUX ADV ADJ SCONJ PRON AUX VERB PUNCT,Everyone is extremely pleased that you 're joining .
3467,best of luck and very much looking forward to working together .,ADJ ADP NOUN CCONJ ADV ADV VERB ADV SCONJ VERB ADV PUNCT,Best of luck and very much looking forward to working together .
3468,"best ,",ADJ PUNCT,"Best ,"
3469,jeff,PROPN,Jeff
3470,i 'll believe it when i see it .,PRON AUX VERB PRON ADV PRON VERB PRON PUNCT,I 'll believe it when I see it .
3471,seems like a good idea to keep the heat on hoecker & co. right up until nov. 1 .,VERB ADP DET ADJ NOUN PART VERB DET NOUN ADP PROPN CCONJ PROPN ADV ADP ADP PROPN NUM PUNCT,Seems like a good idea to keep the heat on Hoecker & Co. right up until Nov. 1 .
3472,thanks .,NOUN PUNCT,Thanks .
3473,i 'm glad they want to follow - up with steve ( i 've been pushing it ) and i 've got some follow - up as well based on chats i had in the afternoon on friday with folks post-call .,PRON AUX ADJ PRON VERB PART VERB PUNCT ADP ADP PROPN PUNCT PRON AUX AUX VERB PRON PUNCT CCONJ PRON AUX VERB DET NOUN PUNCT NOUN ADV ADV VERB ADP NOUN PRON VERB ADP DET NOUN ADP PROPN ADP NOUN ADV PUNCT,I 'm glad they want to follow - up with Steve ( I 've been pushing it ) and I 've got some follow - up as well based on chats I had in the afternoon on Friday with folks post-call .
3474,let 's regroup on monday .,VERB PRON VERB ADP PROPN PUNCT,Let 's regroup on Monday .
3475,i 'll be in portland but can call you .,PRON AUX AUX ADP PROPN CCONJ AUX VERB PRON PUNCT,I 'll be in Portland but can call you .
3476,"best ,",ADJ PUNCT,"Best ,"
3477,jeff,PROPN,Jeff
3478,jeremy meier < jermeier@earthlink.net >,PROPN PROPN PUNCT X PUNCT,Jeremy Meier < jermeier@earthlink.net >
3479,10/29/2000 11:48 am,NUM NUM NOUN,10/29/2000 11:48 AM
3480,jeff :,PROPN PUNCT,Jeff :
3481,"fyi , we had an instructive rest of the conference call on friday with sue and robbie et al .",ADV PUNCT PRON VERB DET ADJ NOUN ADP DET NOUN NOUN ADP PROPN ADP PROPN CCONJ PROPN X X PUNCT,"FYI , we had an instructive rest of the conference call on Friday with Sue and Robbie et al ."
3482,they indicated they could use steve 's help face to face at some point .,PRON VERB PRON AUX VERB PROPN PART NOUN NOUN ADP NOUN ADP DET NOUN PUNCT,They indicated they could use Steve 's help face to face at some point .
3483,"we are following up with sue and robbie on a couple legal issues , case law and msa self - certification language , and let me know if you have additional items .",PRON AUX VERB ADP ADP PROPN CCONJ PROPN ADP DET NOUN ADJ NOUN PUNCT NOUN NOUN CCONJ PROPN NOUN PUNCT NOUN NOUN PUNCT CCONJ VERB PRON VERB SCONJ PRON VERB ADJ NOUN PUNCT,"We are following up with Sue and Robbie on a couple legal issues , case law and MSA self - certification language , and let me know if you have additional items ."
3484,we await approval on the final tariff language and can then file at the cpuc .,PRON VERB NOUN ADP DET ADJ NOUN NOUN CCONJ AUX ADV VERB ADP DET PROPN PUNCT,We await approval on the final tariff language and can then file at the CPUC .
3485,let me know what schedule works for you .,VERB PRON VERB DET NOUN VERB ADP PRON PUNCT,Let me know what schedule works for you .
3486,"also , can you confirm the correct names , email addresses , titles for those new folks on friday 's call : robbie rossi , michelle , melissa lloyd ?",ADV PUNCT AUX PRON VERB DET ADJ NOUN PUNCT NOUN NOUN PUNCT NOUN ADP DET ADJ NOUN ADP PROPN PART NOUN PUNCT PROPN PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT,"Also , can you confirm the correct names , email addresses , titles for those new folks on Friday 's call : Robbie Rossi , Michelle , Melissa Lloyd ?"
3487,thanks .,NOUN PUNCT,Thanks .
3488,jeremy meier blumenfeld & cohen,PROPN PROPN PROPN CCONJ PROPN,Jeremy Meier Blumenfeld & Cohen
3489,attached for your review are draft talking points for the cal energy markets conference i 'm speaking at on thursday in sf .,VERB ADP PRON NOUN AUX NOUN NOUN NOUN ADP DET PROPN PROPN PROPN NOUN PRON AUX VERB ADP ADP PROPN ADP PROPN PUNCT,Attached for your review are draft talking points for the Cal Energy Markets conference I 'm speaking at on Thursday in SF .
3490,"all comments , suggestions , etc. are appreciated .",DET NOUN PUNCT NOUN PUNCT X AUX VERB PUNCT,"All comments , suggestions , etc. are appreciated ."
3491,thanks .,NOUN PUNCT,Thanks .
3492,"yes , i would like to participate .",INTJ PUNCT PRON AUX VERB PART VERB PUNCT,"Yes , I would like to participate ."
3493,thanks .,NOUN PUNCT,Thanks .
3494,thanks a million .,NOUN DET NUM PUNCT,thanks a million .
3495,talk to you then .,VERB ADP PRON ADV PUNCT,talk to you then .
3496,lara leibman@enron communications,X X X,Lara Leibman@ENRON COMMUNICATIONS
3497,10/31/2000 03:48 pm,NUM NUM NOUN,10/31/2000 03:48 PM
3498,here 's the info for calling in -- thanks !,ADV AUX DET NOUN SCONJ VERB ADV PUNCT NOUN PUNCT,Here 's the info for calling in -- thanks !
3499,lara,PROPN,Lara
3500,angie buis,PROPN PROPN,Angie Buis
3501,10/31/00 02:17 pm,NUM NUM NOUN,10/31/00 02:17 PM
3502,the call - in number and instructions for the 11/2 8:30 a.m. meeting are as follows :,DET VERB PUNCT ADV NOUN CCONJ NOUN ADP DET NUM NUM NOUN NOUN VERB SCONJ VERB PUNCT,The call - in number and instructions for the 11/2 8:30 a.m. meeting are as follows :
3503,everyone will dial the toll free number 1-877-331-6867 .,PRON AUX VERB DET NOUN ADJ NOUN NUM PUNCT,Everyone will dial the toll free number 1-877-331-6867 .
3504,"all the outside participants will be prompted to enter their access code , which is 600-480 .",DET DET ADJ NOUN AUX AUX VERB PART VERB PRON NOUN NOUN PUNCT PRON AUX NUM PUNCT,"All the outside participants will be prompted to enter their access code , which is 600-480 ."
3505,"wayne , your access code ( room 4434 ) after dialing the toll free number will be 857-771 .",PROPN PUNCT PRON NOUN NOUN PUNCT NOUN NUM PUNCT SCONJ VERB DET NOUN ADJ NOUN AUX AUX NUM PUNCT,"Wayne , your access code ( room 4434 ) after dialing the toll free number will be 857-771 ."
3506,"i have asked for 4 outside ports and should anyone else need to join in , they may do so with the access code and without operator assistance .",PRON AUX VERB ADP NUM ADJ NOUN CCONJ AUX PRON ADJ VERB PART VERB ADV PUNCT PRON AUX VERB ADV ADP DET NOUN NOUN CCONJ ADP NOUN NOUN PUNCT,"I have asked for 4 outside ports and should anyone else need to join in , they may do so with the access code and without operator assistance ."
3507,the duration of the call is 3.5 hours .,DET NOUN ADP DET NOUN AUX NUM NOUN PUNCT,The duration of the call is 3.5 hours .
3508,the call will terminate once everyone has hung up .,DET NOUN AUX VERB SCONJ PRON AUX VERB ADP PUNCT,The call will terminate once everyone has hung up .
3509,please let me know if any of you need additional information .,INTJ VERB PRON VERB SCONJ DET ADP PRON VERB ADJ NOUN PUNCT,Please let me know if any of you need additional information .
3510,thanks .,NOUN PUNCT,Thanks .
3511,angie buis ebs - tax x-37097,PROPN PROPN PROPN PUNCT PROPN NOUN,Angie Buis EBS - Tax x-37097
3512,"attached for your review are copies of the settlement documents that were filed today in the gas industry restructuring / natural gas strategy proceeding , including the motion for approval of the comprehensive settlement that is supported by thirty signatories to the comprehensive settlement , the comprehensive settlement document itself , and the various appendices to the settlement .?",VERB ADP PRON NOUN AUX NOUN ADP DET NOUN NOUN PRON AUX VERB NOUN ADP DET PROPN PROPN PROPN PUNCT PROPN PROPN PROPN NOUN PUNCT VERB DET NOUN ADP NOUN ADP DET ADJ NOUN PRON AUX VERB ADP NUM NOUN ADP DET ADJ NOUN PUNCT DET ADJ NOUN NOUN PRON PUNCT CCONJ DET ADJ NOUN ADP DET NOUN PUNCT,"Attached for your review are copies of the settlement documents that were filed today in the Gas Industry Restructuring / Natural Gas Strategy proceeding , including the Motion for Approval of the Comprehensive Settlement that is supported by thirty signatories to the Comprehensive Settlement , the Comprehensive Settlement document itself , and the various appendices to the settlement .?"
3513,"because a number of the declarations and signature pages are not yet available electronically , they have not been included with this note .?",SCONJ DET NOUN ADP DET NOUN CCONJ NOUN NOUN AUX PART ADV ADJ ADV PUNCT PRON AUX PART AUX VERB ADP DET NOUN PUNCT,"Because a number of the declarations and signature pages are not yet available electronically , they have not been included with this note .?"
3514,"hard copies of the comprehensive settlement , including all declarations and signature pages , are being shipped tonight via us mail to all parties on the service list .?",ADJ NOUN ADP DET ADJ NOUN PUNCT VERB DET NOUN CCONJ NOUN NOUN PUNCT AUX AUX VERB NOUN ADP PROPN NOUN ADP DET NOUN ADP DET NOUN NOUN PUNCT,"Hard copies of the Comprehensive Settlement , including all declarations and signature pages , are being shipped tonight via US mail to all parties on the service list .?"
3515,additional printed copies should be available within the next day or so and i will make them available to all of you - just let me know how many copies you need .,ADJ VERB NOUN AUX AUX ADJ ADP DET ADJ NOUN CCONJ ADV CCONJ PRON AUX VERB PRON ADJ ADP DET ADP PRON PUNCT ADV VERB PRON VERB ADV ADJ NOUN PRON VERB PUNCT,Additional printed copies should be available within the next day or so and I will make them available to all of you - just let me know how many copies you need .
